Date,FR0005854700 ISIN,FR0010929125 ISIN,FR0000079691 ISIN,FR0000062184 ISIN,FR0000066680 ISIN,FR0004035913 ISIN,FR0010086371 ISIN,FR0000120859 ISIN,FR0013060100 ISIN,FR0000065773 ISIN,FR0011158823 ISIN,FR0010688465 ISIN,FR0000125346 ISIN,FR0000064297 ISIN,FR0000060451 ISIN,FR0000124232 ISIN,FR0012880482 ISIN,FR0000064958 ISIN,FR0010082305 ISIN,FR0000073298 ISIN,FR0004060671 ISIN,FR0000072597 ISIN,FR0011442235 ISIN,FR0000077919 ISIN,FR0004007813 ISIN,FR0000121485 ISIN,FR0004029411 ISIN,FR0000185621 ISIN,FR0000074692 ISIN,FR0010386334 ISIN,FR0004152700 ISIN,FR0000120321 ISIN,FR0000035263 ISIN,FR0000130213 ISIN,FR0000053829 ISIN,FR0000072399 ISIN,FR0010921163 ISIN,FR0000034779 ISIN,FR0010307819 ISIN,FR0004165801 ISIN,FR0010515742 ISIN,FR0000076481 ISIN,BE6201089735 ISIN,FR0000033599 ISIN,FR0000050353 ISIN,FR0004155208 ISIN,FR0000121352 ISIN,FR0000044943 ISIN,FR0006205019 ISIN,FR0011884378 ISIN,IT0005072035 ISIN,FR0000121014 ISIN,FR0010778050 ISIN,FR0000053225 ISIN,FR0010827741 ISIN,IE00BJYS1G50 ISIN,FR0013153541 ISIN,FR0000030074 ISIN,FR0000064404 ISIN,FR0000039620 ISIN,FR0010492181 ISIN,FR0011217710 ISIN,FR0004078186 ISIN,BE6252013725 ISIN,FR0010204453 ISIN,FR0000053027 ISIN,FR0000121261 ISIN,FR0010304402 ISIN,FR0010976746 ISIN,FR0010554113 ISIN,FR0000076986 ISIN,FR0010882886 ISIN,FR0005057635 ISIN,FR0010981548 ISIN,FR0010518936 ISIN,FR0000037970 ISIN,FR0011341205 ISIN,FR0000061376 ISIN,FR0000120685 ISIN,FR0004157543 ISIN,FR0011636083 ISIN,FR0000120560 ISIN,FR0004154060 ISIN,FR0010358507 ISIN,FR0000044448 ISIN,FR0010112524 ISIN,FR0010500363 ISIN,FI0009000681 ISIN,FR0011421817 ISIN,FR0010978924 ISIN,FR0004155174 ISIN,FR0000185464 ISIN,FR0000064529 ISIN,FR0004065639 ISIN,FR0011594233 ISIN,FR0010231860 ISIN,FR0000062234 ISIN,FR0000052680 ISIN,FR0010176115 ISIN,FR0010428771 ISIN,FR0004174712 ISIN,FR0010312181 ISIN,FR0000133308 ISIN,FR0010160564 ISIN,FR0010609206 ISIN,FR0000184798 ISIN,FR0000077992 ISIN,FR0000052896 ISIN,FR0006823092 ISIN,FR0012146629 ISIN,FR0000038465 ISIN,FR0000120693 ISIN,FR0000121501 ISIN,FR0000057895 ISIN,FR0011065242 ISIN,FR0000185480 ISIN,FR0000073041 ISIN,FR0000061608 ISIN,FR0010357145 ISIN,FR0000030769 ISIN,FR0000124570 ISIN,FR0012735355 ISIN,FR0000064644 ISIN,GB00B2R1Q018 ISIN,FR0000130577 ISIN,FR0010211615 ISIN,FR0000050320 ISIN,FR0000060618 ISIN,FR0010038570 ISIN,FR0012395457 ISIN,FR0000120388 ISIN,FR0000130395 ISIN,FR0000131906 ISIN,FR0010451203 ISIN,FR0000045601 ISIN,FR0000031684 ISIN,FR0000035750 ISIN,FR0000121253 ISIN,FR0000073272 ISIN,FR0011233261 ISIN,FR0000125007 ISIN,FR0000124356 ISIN,FR0000060071 ISIN,FR0000120578 ISIN,FR0010776617 ISIN,FR0013154002 ISIN,FR0010972091 ISIN,FR0000121972 ISIN,FR0010411983 ISIN,FR0000052839 ISIN,FR0000071755 ISIN,FR0011352590 ISIN,FR0000073728 ISIN,FR0000060790 ISIN,FR0010679365 ISIN,FR0010518605 ISIN,FR0004038818 ISIN,FR0000061582 ISIN,FR0000036857 ISIN,FR0011131788 ISIN,FR0004016699 ISIN,FR0010209809 ISIN,FR0000130809 ISIN,FR0006563904 ISIN,FR0000121220 ISIN,FR0000072563 ISIN,FR0000078321 ISIN,FR0000038804 ISIN,FR0000030140 ISIN,FR0010480533 ISIN,BE0003470755 ISIN,FR0000120495 ISIN,FR0000050809 ISIN,FR0000054371 ISIN,FR0012757854 ISIN,FR0000131732 ISIN,FR0010213215 ISIN,FR0000054199 ISIN,GB00BZ21RF93 ISIN,FR0000064271 ISIN,NL0000226223 ISIN,FR0000063976 ISIN,FR0010613471 ISIN,FR0004180578 ISIN,FR0000032658 ISIN,FR0000063307 ISIN,FR0000033466 ISIN,FR0010918292 ISIN,FR0000131708 ISIN,FR0000065450 ISIN,FR0000185795 ISIN,FR0000184806 ISIN,FR0000051807 ISIN,FR0011076595 ISIN,FR0000054900 ISIN,FR0000121329 ISIN,FR0007261425 ISIN,FR0004037182 ISIN,FR0000064388 ISIN,FR0000120271 ISIN,FR0011040690 ISIN,FR0000031866 ISIN,FR0000051567 ISIN,FR0005175080 ISIN,FR0010397901 ISIN,FR0000031106 ISIN,FR0010500793 ISIN,FR0010383877 ISIN,FR0011068766 ISIN,FR0010654087 ISIN,FR0000054470 ISIN,FR0000079980 ISIN,FR0011776889 ISIN,FR0010949388 ISIN,FR0000054215 ISIN,FR0000034548 ISIN,FR0005783503 ISIN,FR0000074197 ISIN,FR0012709160 ISIN,FR0012060036 ISIN,FR0013176526 ISIN,FR0000120354 ISIN,FR0000124141 ISIN,FR0004155240 ISIN,FR0000062465 ISIN,FR0006174496 ISIN,FR0000077158 ISIN,FR0010326090 ISIN,FR0000031775 ISIN,FR0000050049 ISIN,FR0000052516 ISIN,FR0000125486 ISIN,FR0010033480 ISIN,FR0000065765 ISIN,FR0000127771 ISIN,FR0010302224 ISIN,DK0060129575 ISIN,FR0000062796 ISIN,FR0013079092 ISIN,FR0010688440 ISIN,FR0000121204 ISIN,FR0010768770 ISIN,FR0011981968 ISIN,FR0000184822 ISIN,FR0000052870 ISIN,FR0000125684 ISIN
30/10/2015,2.16,117.63,0.46,27.39,1.537,189.919,0.27,61.982,#N/A N/A,5.01,14.32,1.1616,106.921,5.52,249,12.98,7,4.48,39.505,18.317,0.15,6.756,0.28,36.401,27.915,168.091,2.11,8.05,8.62,34.204,4.04,166.315,#N/A N/A,26.177,#N/A N/A,30.92,2.48,#N/A N/A,49.754,#N/A N/A,1.81,10.29,2.2,4.144,21.891,5.5,36.64,1.16,14.45,3.34,1.65,168.091,30,17.393,21.8,18.537,#N/A N/A,258,6.61,16.96,7.29,5.9494,1,11.2,0.8,#N/A N/A,90.226,21.5,3.65,0.37,5800,0.2,60,5.6,2,96.51,15.514,11,5.52,3.75,2.26,22.336,2.292,0.8,36.044,40.071,0.38,6.789,0.25,3.29,12,1.9,#N/A N/A,10.2,41.048,2.0676,965.316,1,8.43,1.94,6.85,3,15.918,#N/A N/A,3.8,72.564,4.8,90,9.5,0.5,4.41,106.527,15.977,0.35,68.24,0.5,24.006,6.564,0.71,425,26.167,5.37,1295,1.5,59.01,15.86,#N/A N/A,16.695,145,2.75,1.231,62.972,85.314,12.361,163,#N/A N/A,2.94,72.828,68.77,9.5,37.877,42.55,119.29,91.519,9.7,53.259,4.99,54.849,33.622,39.65,8,3.787,138.8,16.81,3.32,0.6,1.31,30.2,44.25,0.12,34.8,1.66,42.117,171.1,80.304,#N/A N/A,1.129,90,1450.01,20,96.1,180.796,103.04,1.81,15.1,9.425,1.98,0.64,40.5,#N/A N/A,6.245,12.61,17.252,23.244,#N/A N/A,1.45,175,6.138,47.218,200,9.2,2.11,71.155,0.54,11.653,65.557,275,32.8,1.34,44.072,5.32,4200,4245,2.984,14.71,2.66,5,0.39,1.5,7.43,27.138,3.998,6.55,15.652,739.99,#N/A N/A,54.8,0.621,5.6,15,46.626,6.029,21.127,2.62,0.9,8,1.73,29.99,58.059,4.1586,63.846,60.788,1,1.882,21.815,#N/A N/A,0.62,27.964,167.36,12.67,108.665,6.15,21.785,3.26,194.431,22.875
29/10/2015,2.15,111.56,0.46,27.4,1.535,190.86,0.27,61.018,#N/A N/A,5.01,14.32,1.0609,105.592,5.5,249,12.98,7,4.48,39.505,17.97,0.15,6.639,0.28,36.335,28.3,168.7,2.12,8.05,8.62,34.43,4.04,173.57,#N/A N/A,26.595,#N/A N/A,31.01,2.48,#N/A N/A,49.885,#N/A N/A,1.81,10.29,2.2,4.144,21.776,5.5,36.64,1.19,14.45,3.28,1.65,168,30,17.655,21.8,18.537,#N/A N/A,258,6.6,17,7.29,5.9494,1,11.2,0.8,#N/A N/A,89.73,21.35,3.65,0.37,5800,0.2,60,5.6,2,96.51,15.743,11,5.448,3.75,2.26,22.695,2.349,0.8,35.995,39.62,0.35,6.622,0.25,3.29,11.01,1.9,#N/A N/A,10.2,40.971,2.0576,955.04,1,8.43,2.055,6.85,3,15.91,#N/A N/A,3.8,73.298,4.8,90,9.5,0.62,4.45,107.125,15.888,0.35,68.24,0.5,23.865,6.412,0.71,425,25.92,4.38,1295,1.5,58.12,15.86,#N/A N/A,17.095,145,2.75,1.29,62.477,82.957,11.955,163,#N/A N/A,2.94,73,68.675,9.5,37.25,42.55,119.29,90.906,9.7,53.333,4.99,54.04,33.85,39.65,8,3.63,138.8,16.8,3.32,0.6,1.31,30.15,44.25,0.11,34.8,1.66,41.83,171.1,79.67,#N/A N/A,1.129,90,1450,20,96.874,180.796,104.2,1.81,15.614,9.562,2.1,0.64,41.36,#N/A N/A,6.166,12.61,17.354,22.927,#N/A N/A,1.82,175,6.09,46.88,200,9.2,2.34,71.17,0.54,12.055,65.4,275,32.8,1.18,44.22,5.32,4200,4245,2.89,14.51,2.66,5,0.39,1.5,7.43,26.715,3.998,6.55,15.434,739.99,#N/A N/A,54.8,0.62,5.6,15,45.583,5.975,21.247,2.85,0.9,8,1.73,30.4,57.661,4.1586,64.51,60.695,0.75,1.792,22.2,#N/A N/A,0.62,27.857,167.36,12.67,107.725,6.15,21.935,3.26,195.61,22.82
28/10/2015,2.15,111.3,0.46,27.34,1.537,191.71,0.27,61.17,#N/A N/A,5.01,14.32,0.7349,104.868,5.47,251,12.99,7,4.48,39.505,18.26,0.15,6.42,0.28,36.373,28.29,167.4,2.12,8.02,6.49,34.515,4.04,170.55,#N/A N/A,26.695,#N/A N/A,32.4,2.48,#N/A N/A,50.3,#N/A N/A,1.81,10.29,2.2,4.144,21.91,5.5,36.64,1.18,14.45,3.38,1.65,167.785,30,17.585,21.8,18.537,#N/A N/A,252.3,6.82,18.91,7.29,5.9494,1,11.2,0.8,#N/A N/A,90.21,21.35,3.65,0.37,5800,0.2,60,5.6,2,96.51,15.821,11,5.629,3.75,2.26,23.08,2.343,0.8,36.435,39.415,0.35,6.05,0.25,3.29,12,1.9,#N/A N/A,10.2,41.871,2.0676,961.03,1,8.75,2.07,6.85,3,15.699,#N/A N/A,3.8,73.6,4.8,90,9.5,0.62,4.45,105.815,15.935,0.36,68.24,0.5,24.065,6.509,0.71,425,26.52,4.38,1295,1.5,58.09,15.86,#N/A N/A,17.57,145,2.75,1.32,62.715,81.156,12.375,163,#N/A N/A,2.94,74.72,68.403,9.5,38.411,42.55,119.29,93.811,9.7,52.758,4.99,54.23,33.698,39.65,8,3.413,138.8,16.86,3.32,0.6,1.31,30.15,44.25,0.1,34.5,1.66,43.69,171.1,78.911,#N/A N/A,1.129,89,1449.99,20,96.733,180.796,101.65,1.81,15.794,9.535,2.27,0.64,41.75,#N/A N/A,6.509,12.61,17.549,23.236,#N/A N/A,1.82,175,6.211,47.315,199.5,9.2,2.34,70.15,0.54,12.965,65.48,275,32.8,1.18,43.901,5.32,4200,4245,2.822,14.51,2.66,5,0.38,2.89,7.43,26.23,3.998,6.55,15.429,739.99,#N/A N/A,54.8,0.61,5.6,12.5,46.033,6.184,21.32,2.782,0.9,8,1.66,30.25,58.522,4.1586,64.79,60.695,0.75,2.003,22.2,#N/A N/A,0.62,27.85,167.36,12.67,109.24,6.15,21.86,3.26,195.81,22.79
27/10/2015,2.15,115.73,0.46,27.3,1.56,190.01,0.27,60.42,#N/A N/A,5.01,14.32,0.7349,105.1,5.61,251,12.99,6.87,3.72,39.505,18.235,0.19,6.322,0.28,36.125,28.34,168.5,2.14,8.01,6.49,33.84,4.04,171.25,#N/A N/A,26.51,#N/A N/A,31.81,2.48,#N/A N/A,49.665,#N/A N/A,1.81,10.29,2.2,4.144,22.771,5.5,36.64,1.19,14.45,3.18,1.65,168.36,30,17.62,21.8,18.537,#N/A N/A,257,6.81,19.73,7.29,5.9494,1,11.2,0.8,#N/A N/A,88.92,21.35,3.65,0.37,5800,0.2,60,5.6,2,96.51,15.821,11,5.629,3.75,2.26,22.71,2.343,0.8,36.535,38.73,0.35,5.966,0.25,3.29,11,1.9,#N/A N/A,10.21,43.913,2.0875,943.66,1,8.99,2.07,6.85,3,15.755,#N/A N/A,3.8,72.312,4.8,90,9.5,0.62,4.4,105.125,15.905,0.36,68.24,0.5,24.03,6.575,0.71,425,25.52,4.38,1295,1.5,58.43,15.86,#N/A N/A,17.39,145,2.75,1.33,62.622,81.97,12.167,163,#N/A N/A,2.94,74.16,68.83,9.49,38.73,42.61,119.3,91.71,9.7,51.77,4.99,54,33.3,39.65,8,3.433,138.8,16.89,3.32,0.6,1.31,30.15,44.25,0.1,34.11,1.66,43.185,171.1,79.65,#N/A N/A,1.129,89,1450,20,92.946,180.796,101.4,2,15.92,9.522,2.32,0.64,41.98,#N/A N/A,6.605,12.61,17.55,23.617,#N/A N/A,1.82,175,6.296,45.64,195.01,9.2,2.34,69.51,0.54,13.045,65.25,275,34.11,1.18,43.592,5.32,4200,4245,2.78,14.51,2.66,5,0.38,2.89,7.43,26.63,3.998,6.55,15.451,739.99,#N/A N/A,54.8,0.63,5.6,12.5,45.504,5.803,21.42,2.751,0.9,8,1.77,30.2,58.01,4.1586,64.6,60.09,0.75,1.792,22.42,#N/A N/A,0.62,27.773,167.36,12.67,109.01,6.15,21.875,3.26,193.01,22.959
26/10/2015,2.16,117.7,0.46,27.3,1.56,195.91,0.25,62,#N/A N/A,5.01,14.32,0.7349,104.13,5.46,251,12.99,6.87,3.72,39.505,18.53,0.19,6.03,0.28,36.536,28.37,169.8,2.09,8.05,6.49,34.525,4.04,170.55,#N/A N/A,26.81,#N/A N/A,32.35,2.48,#N/A N/A,50.13,#N/A N/A,1.81,10.29,2.2,4.144,23.413,5.5,36.64,1.18,14.45,3.26,1.65,168.55,30,18.025,21.8,19.1,#N/A N/A,257,6.8,19.756,7.29,6.028,1,11.2,0.8,#N/A N/A,90.34,21.35,3.65,0.37,5800,0.2,60,5.6,2,97.02,16.258,11,5.612,3.75,2.26,23.475,2.344,0.8,36.42,39.228,0.34,6.1,0.25,3.29,11,1.9,#N/A N/A,9.81,44.06,2.0875,940,1,9,2.045,6.85,3,15.995,#N/A N/A,3.8,73.04,4.8,90,9.5,0.62,4.5,105.275,15.705,0.36,68.24,0.5,25.245,6.542,0.71,425,25.93,4.38,1295,1.5,59.95,15.86,#N/A N/A,17.895,145,2.75,1.32,63.551,82.04,12.4,163,#N/A N/A,2.94,74.21,69.45,9.5,39.065,42.73,119.32,91.515,9.7,52.143,4.99,55.14,33.5,39.65,8,3.582,131,16.93,3.32,0.6,1.31,30.45,44.25,0.1,34.03,1.66,43.2,171.1,79.843,#N/A N/A,1.129,89,1450,20,94.384,180.796,101.45,2,16.392,9.563,2.37,0.64,41.98,#N/A N/A,6.731,12.61,17.58,23.754,#N/A N/A,1.33,175,6.441,47.395,195,9.2,2.6,69.84,0.54,13.295,65.97,275,34.12,1.18,44.706,5.32,4200,4245,2.82,14.51,2.66,5,0.39,2.89,7.43,26.3,3.998,6.55,15.442,739.99,#N/A N/A,54.8,0.62,5.6,12.5,46.15,6.244,21.462,2.748,0.9,8,1.87,30.2,59.693,4.1586,64.373,60.185,0.75,1.792,22.49,#N/A N/A,0.62,27.848,167.36,12.67,109.758,6.15,21.525,3.26,195.66,23.697
25/10/2015,2.11,118.48,0.46,27.12,1.555,193.118,0.27,62.321,#N/A N/A,5.01,14.32,0.7349,109.109,5.49,250,12.98,6.87,3.72,39.505,18.368,0.19,6.126,0.28,36.29,28.043,172.661,2.06,8.06,6.49,33.948,4.04,173.007,#N/A N/A,26.617,#N/A N/A,32.7,2.48,#N/A N/A,50.303,#N/A N/A,1.81,10.29,2.2,4.144,23.257,5.5,36.64,1.19,14.45,3.21,1.65,170.422,30,17.748,21.8,18.537,#N/A N/A,257,6.8,19.4,7.29,6.028,1,11.2,0.8,#N/A N/A,90.722,21.35,3.65,0.37,5800,0.2,60,5.6,2,101,16.234,11,5.614,3.75,2.26,23.196,2.294,0.8,37.128,39.495,0.34,6.22,0.25,3.29,11,1.9,#N/A N/A,9.81,43.918,2.2664,934.967,1,9.01,1.94,6.85,3,15.823,#N/A N/A,3.82,72.383,4.8,86.21,8.8,0.62,4.55,106.364,16.252,0.36,68.24,0.5,24.632,6.752,0.71,425,26.093,4.38,1295,1.5,60.068,15.86,#N/A N/A,17.844,145,2.75,1.283,63.274,83.116,12.512,163,#N/A N/A,2.94,74.228,70.497,9.5,39.7,42.9,119.31,92.82,9.7,50.942,4.99,55.021,33.636,39.65,8,3.434,131,17.35,3.32,0.6,1.31,30.45,44.25,0.1,34.03,1.66,43.448,171.1,80.484,#N/A N/A,1.129,87.5,1450,20,95.76,180.796,101.779,2,16.014,9.425,2.48,0.64,41.26,#N/A N/A,7.131,12.61,17.761,23.567,#N/A N/A,1.33,175,6.386,47.778,199.51,9.2,2.6,69.789,0.54,13.284,66.781,275,37.65,1.18,45.69,5.32,4200,4245,2.779,14.85,2.66,5,0.38,2.5,7.43,26.121,3.998,6.55,15.415,739.99,#N/A N/A,54.8,0.613,5.6,12.5,47.428,6.195,21.36,2.94,0.9,6.64,1.88,30.2,58.816,4.1586,63.825,59.792,0.75,2.178,22.553,#N/A N/A,0.62,27.865,167.36,12.67,111.699,6.15,21.653,3.26,195.41,23.375
24/10/2015,2.11,118.48,0.46,27.12,1.555,193.118,0.27,62.321,#N/A N/A,5.01,14.32,0.7349,109.109,5.49,250,12.98,6.87,3.72,39.505,18.368,0.19,6.126,0.28,36.29,28.043,172.661,2.06,8.06,6.49,33.948,4.04,173.007,#N/A N/A,26.617,#N/A N/A,32.7,2.48,#N/A N/A,50.303,#N/A N/A,1.81,10.29,2.2,4.144,23.257,5.5,36.64,1.19,14.45,3.21,1.65,170.422,30,17.748,21.8,18.537,#N/A N/A,257,6.8,19.4,7.29,6.028,1,11.2,0.8,#N/A N/A,90.722,21.35,3.65,0.37,5800,0.2,60,5.6,2,101,16.234,11,5.614,3.75,2.26,23.196,2.294,0.8,37.128,39.495,0.34,6.22,0.25,3.29,11,1.9,#N/A N/A,9.81,43.918,2.2664,934.967,1,9.01,1.94,6.85,3,15.823,#N/A N/A,3.82,72.383,4.8,86.21,8.8,0.62,4.55,106.364,16.252,0.36,68.24,0.5,24.632,6.752,0.71,425,26.093,4.38,1295,1.5,60.068,15.86,#N/A N/A,17.844,145,2.75,1.283,63.274,83.116,12.512,163,#N/A N/A,2.94,74.228,70.497,9.5,39.7,42.9,119.31,92.82,9.7,50.942,4.99,55.021,33.636,39.65,8,3.434,131,17.35,3.32,0.6,1.31,30.45,44.25,0.1,34.03,1.66,43.448,171.1,80.484,#N/A N/A,1.129,87.5,1450,20,95.76,180.796,101.779,2,16.014,9.425,2.48,0.64,41.26,#N/A N/A,7.131,12.61,17.761,23.567,#N/A N/A,1.33,175,6.386,47.778,199.51,9.2,2.6,69.789,0.54,13.284,66.781,275,37.65,1.18,45.69,5.32,4200,4245,2.779,14.85,2.66,5,0.38,2.5,7.43,26.121,3.998,6.55,15.415,739.99,#N/A N/A,54.8,0.613,5.6,12.5,47.428,6.195,21.36,2.94,0.9,6.64,1.88,30.2,58.816,4.1586,63.825,59.792,0.75,2.178,22.553,#N/A N/A,0.62,27.865,167.36,12.67,111.699,6.15,21.653,3.26,195.41,23.375
23/10/2015,2.11,118.48,0.46,27.12,1.555,193.118,0.27,62.321,#N/A N/A,5.01,14.32,0.7349,109.109,5.49,250,12.98,6.87,3.72,39.505,18.368,0.19,6.126,0.28,36.29,28.043,172.661,2.06,8.06,6.49,33.948,4.04,173.007,#N/A N/A,26.617,#N/A N/A,32.7,2.48,#N/A N/A,50.303,#N/A N/A,1.81,10.29,2.2,4.144,23.257,5.5,36.64,1.19,14.45,3.21,1.65,170.422,30,17.748,21.8,18.537,#N/A N/A,257,6.8,19.4,7.29,6.028,1,11.2,0.8,#N/A N/A,90.722,21.35,3.65,0.37,5800,0.2,60,5.6,2,101,16.234,11,5.614,3.75,2.26,23.196,2.294,0.8,37.128,39.495,0.34,6.22,0.25,3.29,11,1.9,#N/A N/A,9.81,43.918,2.2664,934.967,1,9.01,1.94,6.85,3,15.823,#N/A N/A,3.82,72.383,4.8,86.21,8.8,0.62,4.55,106.364,16.252,0.36,68.24,0.5,24.632,6.752,0.71,425,26.093,4.38,1295,1.5,60.068,15.86,#N/A N/A,17.844,145,2.75,1.283,63.274,83.116,12.512,163,#N/A N/A,2.94,74.228,70.497,9.5,39.7,42.9,119.31,92.82,9.7,50.942,4.99,55.021,33.636,39.65,8,3.434,131,17.35,3.32,0.6,1.31,30.45,44.25,0.1,34.03,1.66,43.448,171.1,80.484,#N/A N/A,1.129,87.5,1450,20,95.76,180.796,101.779,2,16.014,9.425,2.48,0.64,41.26,#N/A N/A,7.131,12.61,17.761,23.567,#N/A N/A,1.33,175,6.386,47.778,199.51,9.2,2.6,69.789,0.54,13.284,66.781,275,37.65,1.18,45.69,5.32,4200,4245,2.779,14.85,2.66,5,0.38,2.5,7.43,26.121,3.998,6.55,15.415,739.99,#N/A N/A,54.8,0.613,5.6,12.5,47.428,6.195,21.36,2.94,0.9,6.64,1.88,30.2,58.816,4.1586,63.825,59.792,0.75,2.178,22.553,#N/A N/A,0.62,27.865,167.36,12.67,111.699,6.15,21.653,3.26,195.41,23.375
22/10/2015,2,120.05,0.46,27.67,1.505,186.01,0.47,60.599,#N/A N/A,4.81,14.32,0.6697,116,5.51,250,12.98,6.87,3.72,39.505,18.235,0.19,5.975,0.28,35.963,28.38,156.905,2.04,8.03,6.49,33.851,4.04,171.1,#N/A N/A,25.925,#N/A N/A,32.35,2.48,#N/A N/A,48.81,#N/A N/A,1.81,10.29,2.2,4.144,22.841,5.5,36.64,1.2,14.45,3.31,1.65,164.075,30,17.225,21.8,18.537,#N/A N/A,257,6.85,19.23,7.29,5.9199,1,11.2,0.8,#N/A N/A,89.4,21.5,3.65,0.37,5800,0.2,60,5.6,2,100,16.238,11,5.461,3.3,2.26,23.14,2.336,0.8,35.85,39.03,0.34,6.266,0.25,3.29,11,1.9,#N/A N/A,9.81,41.119,2.2266,924.75,1,9,1.996,6.85,3,15.329,#N/A N/A,3.74,70.19,4.8,86.2,8.8,0.75,4.55,102.975,15.912,0.35,65,0.5,24.85,6.429,0.71,425,25.355,4.38,1295,1.5,58.36,15.86,#N/A N/A,18.125,145,2.75,1.33,61.384,80.92,11.975,163,#N/A N/A,2.94,73.33,69.07,9.14,37.42,42.8,119.3,89.402,9.7,50.325,4.99,52.61,33.125,39.65,8,3.881,131,17.68,3.32,0.6,1.31,30,44.25,0.11,34.1,1.66,42.65,171.1,78.216,#N/A N/A,1.129,87.5,1440,20,93.04,180.796,102.131,2,16.107,9.661,2.48,0.64,40.33,#N/A N/A,6.95,12.61,17.74,22.893,#N/A N/A,1.76,175,6.482,47.285,199.02,9.2,2.6,68.06,0.54,12.5,65.03,275,37.65,1.18,45.696,5.32,4200,4245,2.882,15.05,3.34,5,0.36,2.36,7.43,25.503,3.998,6.55,15.269,739.99,#N/A N/A,54.8,0.602,5.6,12.5,45.167,6.061,21.303,2.95,1,6.64,1.96,30,57.452,4.1586,64,59.282,1,2.159,21.72,#N/A N/A,0.62,28.45,167.36,12.67,107.275,6.15,21.845,3.26,194.15,23.009
21/10/2015,2.16,118.73,0.46,27.66,1.481,178.91,0.47,60.309,#N/A N/A,4.81,14.32,0.6697,113.7,5.39,257,12.98,6.87,3.72,39.505,19.94,0.12,5.97,0.28,36.036,28.45,151.95,2.03,8.03,6.49,34.17,4.04,165.5,#N/A N/A,25.69,#N/A N/A,32.18,2.48,#N/A N/A,47.615,#N/A N/A,1.81,10.29,2.2,4.144,22.356,5.5,36.64,1.21,14.45,3.29,1.65,158.25,30,17.545,21.8,18.049,#N/A N/A,257,6.85,19,7.29,5.9199,1,11.2,0.8,#N/A N/A,86.11,21.6,3.65,0.36,5800,0.2,60,5.6,2,100,16.3,11,5.374,3.3,2.26,23.4,2.373,0.8,35.565,38.92,0.31,6.195,0.25,3.29,11,1.9,#N/A N/A,9.81,41.023,2.2763,918.6,1,9,2,6.85,3,14.4,#N/A N/A,3.74,70.299,4.8,90,8.8,0.75,4.55,98.795,15.45,0.33,65,0.5,24.575,6.445,0.71,425,24.21,4.38,1295,1.5,62.65,15.86,#N/A N/A,17.935,145,2.72,1.34,60.23,79.25,11.81,163,#N/A N/A,2.94,73.45,69.64,9.14,37.593,42.85,119.3,86.417,9.7,50.249,4.99,50.74,32.435,39.65,8,4.11,131,17.5,3.32,0.6,1.31,29.7,44.25,0.12,34.07,1.66,41.41,171.1,76.844,#N/A N/A,1.129,87.5,1440,20,89.323,180.796,100.9,2,16.094,9.687,2.48,0.64,40.22,#N/A N/A,6.698,12.61,17.53,22.75,#N/A N/A,1.76,175,6.459,45.395,199.02,9.2,4.79,68.49,0.54,12.725,64.42,275,37.65,1.18,44.799,5.32,4200,4245,3.005,14.2,3.34,5,0.37,2.92,7.43,25.345,3.998,6.55,14.821,739.99,#N/A N/A,54.8,0.602,5.6,12.5,45.188,6.002,20.916,3.127,1,5.55,2.05,30,57.066,4.1586,63.19,58.395,1,2.199,21.65,#N/A N/A,0.62,28.25,167.36,12.67,106.05,6.15,21.784,3.26,194.1,22.282
